,TimeSpent_minutes,Age_Range,humidity(%),Hour,TotalSpent_RM,Basket_colour,Pants_Colour,windspeed(km/h),Shirt_Colour,Day,temperature(Celcius),Body_Size,Dryer_No,Washer_No,Race
856,48,24,87.0,14,8,1,5,5.0,4,7,26.0,0,8,3,1
2176,25,43,80.0,5,7,0,11,6.0,5,6,26.0,2,7,6,1
3759,46,38,84.0,15,11,10,5,4.0,10,1,26.0,2,10,5,2
2047,55,56,78.0,23,12,8,6,6.0,1,3,26.0,1,10,3,2
1808,25,37,77.0,17,20,4,10,12.0,10,1,27.0,1,9,5,1
3308,38,55,74.0,15,11,10,9,7.0,5,6,28.0,0,8,4,3
1898,23,44,67.0,23,19,7,5,14.0,1,7,29.0,2,9,6,3
1846,20,33,82.0,14,13,7,3,5.0,8,3,27.0,2,10,3,1
875,51,40,88.0,9,19,0,4,4.0,9,3,26.0,2,9,5,1
103,20,34,73.0,15,15,3,4,6.0,0,4,28.0,1,7,4,0
2657,50,59,79.0,6,18,8,7,6.0,3,7,28.0,0,9,5,1
604,45,50,88.0,12,13,6,2,5.0,6,6,26.0,0,7,5,2
3813,15,43,78.0,3,15,7,7,5.0,7,3,28.0,0,8,4,3
1233,47,38,69.0,22,10,4,11,8.0,6,2,26.0,1,7,6,0
3129,32,22,86.0,10,7,2,1,5.0,4,7,26.0,1,10,4,3
1433,27,51,79.0,18,13,7,4,5.0,2,7,27.0,0,8,3,0
384,43,52,91.0,20,15,6,8,4.0,7,1,26.0,2,10,3,3
893,28,45,87.0,2,13,4,5,5.0,2,1,27.0,2,9,6,1
56,31,29,77.0,22,18,2,11,9.0,6,2,27.0,0,10,3,0
711,18,42,89.0,4,19,0,4,5.0,6,7,26.0,1,8,3,2
3664,19,30,91.0,15,14,0,2,4.0,0,5,26.0,2,7,5,1
355,42,47,91.0,12,13,5,2,4.0,2,7,25.0,0,9,5,1
1842,16,26,77.0,12,18,1,2,12.0,8,1,27.0,1,7,3,0
1018,33,24,71.0,9,15,1,1,6.0,4,5,27.0,1,10,3,3
3479,38,59,86.0,18,14,1,3,4.0,0,1,26.0,0,10,6,3
307,49,44,86.0,2,8,0,10,4.0,3,6,26.0,1,9,4,3
813,53,45,76.0,17,10,4,4,6.0,6,1,26.0,0,8,4,2
41,37,36,77.0,20,12,1,2,7.0,10,2,27.0,2,8,4,0
2656,36,46,84.0,10,17,5,0,6.0,10,5,27.0,1,9,4,3
1405,33,45,91.0,22,12,5,7,4.0,5,5,25.0,0,7,6,0
1681,50,37,88.0,9,20,4,3,4.0,2,5,26.0,1,8,5,1
882,24,22,90.0,13,21,6,0,3.0,4,2,25.0,0,7,5,2
3475,25,22,89.0,8,12,8,1,5.0,2,2,25.0,1,10,5,3
698,17,46,90.0,4,15,2,4,4.0,3,7,26.0,1,7,4,1
2512,16,37,69.0,5,8,8,11,7.0,8,6,29.0,0,10,4,2
2603,53,46,84.0,13,7,1,5,9.0,2,3,27.0,2,7,4,2
2051,11,26,79.0,8,20,6,6,6.0,6,4,27.0,1,8,5,3
2526,20,30,87.0,8,20,5,1,4.0,0,2,26.0,0,9,3,1
215,37,45,90.0,21,18,4,2,3.0,0,4,25.0,2,10,6,3
2146,34,33,92.0,8,18,8,3,3.0,5,6,26.0,0,7,4,2
1370,57,59,90.0,12,19,2,1,6.0,4,2,25.0,1,8,4,2
1566,18,45,73.0,10,15,8,2,6.0,5,4,26.0,1,9,4,2
3706,34,18,73.0,21,19,1,2,5.0,6,6,29.0,2,7,5,0
3925,33,26,85.0,4,16,1,1,5.0,2,5,26.0,1,8,5,2
2508,34,55,82.0,10,9,8,10,5.0,6,2,27.0,1,10,3,1
1516,43,24,80.0,2,7,10,1,5.0,5,7,27.0,0,8,4,2
1766,40,32,93.0,19,16,6,1,6.0,5,7,26.0,1,7,5,2
2186,60,44,75.0,22,18,5,10,10.0,10,6,28.0,0,8,6,0
2601,37,60,75.0,18,17,7,3,10.0,4,5,28.0,1,7,3,2
1037,29,35,77.0,7,16,8,6,6.0,1,3,26.0,1,10,4,2
1510,11,53,70.0,20,11,0,2,6.0,2,5,27.0,1,10,4,3
411,59,39,92.0,22,10,9,2,4.0,7,2,26.0,1,9,6,2
2858,52,20,91.0,2,16,3,4,5.0,9,6,26.0,2,10,3,0
1301,35,23,72.0,3,9,6,8,9.0,7,7,28.0,2,7,3,0
1296,24,42,87.0,11,15,10,2,5.0,5,4,27.0,1,10,5,2
2604,24,48,94.0,1,10,3,11,8.0,9,4,25.0,1,10,5,1
2658,51,38,87.0,3,20,4,3,4.0,2,1,27.0,2,10,6,2
3781,26,40,82.0,6,7,4,1,6.0,10,7,27.0,1,9,4,1
758,30,35,90.0,4,13,6,0,4.0,4,7,25.0,1,10,6,1
2704,22,25,82.0,12,21,7,3,10.0,8,2,27.0,1,8,4,1
1317,56,47,81.0,6,9,1,7,5.0,9,7,27.0,0,8,5,0
73,49,40,71.0,12,21,6,4,9.0,0,3,28.0,0,9,3,1
25,22,42,77.0,13,13,7,2,7.0,2,2,27.0,1,8,3,1
2348,21,54,90.0,6,12,1,3,4.0,8,2,25.0,2,8,4,3
1126,33,58,81.0,7,17,3,8,6.0,5,2,27.0,0,10,6,0
1139,41,42,90.0,23,17,1,3,5.0,5,4,26.0,2,8,3,1
505,43,52,94.0,21,16,3,2,4.0,6,5,25.0,2,10,4,2
1560,21,45,87.0,12,14,4,2,4.0,9,3,25.0,2,9,3,3
3874,39,58,84.0,5,7,4,2,4.0,6,6,27.0,2,8,4,1
2372,12,50,72.0,6,17,1,0,9.0,0,4,27.0,1,8,5,0
1120,55,36,85.0,2,15,5,1,5.0,4,1,26.0,1,7,4,0
3613,45,30,77.0,23,14,0,11,8.0,2,1,27.0,1,7,5,2
586,53,37,87.0,11,12,2,6,4.0,4,6,26.0,1,8,4,2
3076,49,38,75.0,19,11,6,4,12.0,6,6,28.0,0,8,6,3
611,28,40,88.0,13,16,1,2,5.0,6,6,26.0,1,7,4,2
1089,53,49,85.0,22,11,9,2,5.0,6,5,25.0,0,9,3,1
1535,31,34,90.0,1,17,1,6,4.0,7,5,25.0,2,9,3,1
1408,44,32,84.0,5,16,3,6,4.0,0,2,26.0,1,8,4,1
348,60,53,91.0,11,10,0,2,4.0,6,7,25.0,0,8,4,2
885,33,33,94.0,22,7,10,1,4.0,4,4,25.0,0,10,3,2
3865,12,47,85.0,1,21,7,2,4.0,4,7,27.0,0,9,5,0
3268,19,32,86.0,6,19,1,7,4.0,1,1,26.0,0,8,4,1
782,30,45,90.0,4,9,0,1,5.0,3,7,26.0,0,7,5,0
3436,35,21,87.0,22,9,7,0,4.0,1,3,25.0,2,7,5,0
2607,52,55,91.0,2,8,4,9,6.0,10,5,25.0,0,8,5,2
629,42,54,87.0,18,21,0,2,4.0,1,6,26.0,2,10,4,3
408,58,34,91.0,20,11,9,8,4.0,9,2,25.0,2,7,5,2
164,39,35,85.0,12,7,2,2,4.0,1,6,27.0,1,7,3,2
3426,17,46,85.0,5,20,3,6,4.0,8,7,28.0,1,9,5,2
2336,23,59,88.0,1,19,2,8,4.0,3,4,25.0,0,9,3,1
3471,58,40,72.0,16,15,4,11,9.0,2,7,28.0,2,7,4,0
1969,41,56,84.0,21,7,1,1,7.0,5,2,27.0,2,10,5,0
1649,23,56,67.0,5,19,3,2,11.0,1,7,29.0,0,8,5,2
3131,45,46,89.0,3,19,5,4,5.0,8,5,26.0,1,7,5,1
1087,22,29,70.0,6,12,7,4,8.0,0,2,27.0,1,9,6,0
3787,30,41,73.0,21,19,6,9,6.0,2,3,27.0,1,9,3,1
2771,39,25,85.0,5,8,1,1,5.0,3,3,27.0,2,7,6,0
3290,41,59,89.0,20,14,1,1,4.0,6,4,26.0,1,9,6,2
2618,59,39,81.0,13,17,10,10,6.0,2,4,27.0,2,8,6,0
1754,24,22,91.0,16,16,4,5,5.0,9,2,26.0,2,7,4,0
294,17,48,84.0,22,18,0,2,4.0,0,3,25.0,0,10,3,1
965,51,26,88.0,2,20,9,0,6.0,4,7,25.0,2,7,6,0
1822,26,55,91.0,4,18,3,1,4.0,6,6,26.0,2,9,3,1
3423,56,29,87.0,18,9,5,3,8.0,2,7,26.0,0,7,4,0
2363,20,36,81.0,6,10,3,9,5.0,3,3,27.0,1,7,6,1
528,48,40,94.0,23,21,1,2,4.0,2,5,25.0,2,7,6,2
1968,36,38,71.0,17,20,7,1,10.0,5,6,28.0,0,8,4,2
2237,22,46,80.0,8,16,3,2,7.0,9,6,27.0,1,10,3,3
27,20,36,78.0,14,13,0,6,7.0,10,2,27.0,0,9,5,1
3918,25,37,83.0,22,12,0,11,5.0,9,2,26.0,0,7,5,3
1673,22,59,89.0,19,8,1,2,4.0,6,1,25.0,2,9,5,3
274,18,41,84.0,18,16,7,5,4.0,10,3,25.0,0,8,3,1
1072,15,51,83.0,6,7,4,4,5.0,4,6,26.0,2,7,6,2
1074,38,42,87.0,12,19,2,4,4.0,5,7,26.0,0,10,6,3
3575,45,24,91.0,17,9,1,2,3.0,5,5,26.0,1,7,3,2
2644,23,21,79.0,14,17,8,2,6.0,0,7,27.0,0,7,5,2
2554,46,57,89.0,16,17,8,0,6.0,0,2,26.0,0,8,6,0
2302,52,60,85.0,15,10,2,3,5.0,2,5,25.0,1,9,5,0
2933,57,21,83.0,23,20,0,4,6.0,2,2,27.0,1,9,6,3
585,55,48,88.0,11,7,0,9,5.0,0,6,26.0,2,8,6,1
837,19,42,94.0,21,17,5,5,4.0,4,7,26.0,2,9,3,1
710,59,39,90.0,4,21,0,4,4.0,6,7,25.0,1,10,3,2
2979,21,54,89.0,10,19,1,2,4.0,4,2,26.0,2,8,3,1
1250,50,40,83.0,21,10,8,3,8.0,3,6,27.0,0,7,5,2
1437,53,60,73.0,17,19,2,1,9.0,6,7,28.0,1,10,3,2
1553,24,47,72.0,10,19,7,5,5.0,9,5,29.0,2,7,6,1
816,51,60,69.0,3,16,7,2,6.0,1,5,27.0,0,10,6,0
3917,52,41,88.0,13,19,7,5,6.0,3,2,25.0,2,9,6,3
2576,54,55,87.0,19,14,9,1,5.0,8,1,26.0,0,8,4,3
957,43,35,74.0,18,11,6,5,7.0,3,2,27.0,0,9,4,0
302,22,46,84.0,23,21,6,3,4.0,6,3,26.0,0,7,5,1
3481,51,46,75.0,13,18,1,6,7.0,2,6,28.0,0,7,6,2
3856,46,27,87.0,11,17,6,10,5.0,1,7,26.0,0,9,3,3
1063,17,59,71.0,19,8,5,3,5.0,4,2,28.0,2,10,6,1
872,35,20,73.0,19,17,2,4,6.0,8,4,26.0,2,10,4,0
3463,19,30,80.0,2,16,4,0,6.0,2,2,27.0,1,9,3,0
3023,22,38,72.0,16,13,2,2,7.0,0,4,28.0,2,8,5,2
3106,12,35,88.0,18,20,7,1,5.0,2,4,26.0,0,7,6,3
923,42,34,90.0,14,20,10,2,4.0,6,4,26.0,1,9,6,3
59,44,50,77.0,22,14,2,10,7.0,10,2,27.0,0,8,3,0
3187,44,33,84.0,8,10,8,1,4.0,4,6,27.0,2,9,4,3
3619,12,40,83.0,4,9,6,1,4.0,10,6,26.0,1,10,4,1
1975,33,36,88.0,5,18,3,11,5.0,0,7,26.0,0,10,3,2
23,54,29,78.0,13,10,6,2,7.0,8,2,27.0,0,7,3,1
2623,12,48,85.0,3,7,0,1,6.0,7,1,27.0,0,7,5,2
683,38,41,90.0,3,21,6,0,4.0,6,7,25.0,1,9,6,1
2394,13,50,85.0,13,11,3,4,5.0,10,1,26.0,0,7,4,0
3631,60,44,90.0,4,17,3,4,4.0,8,1,25.0,0,7,6,2
3690,14,46,86.0,7,9,10,4,7.0,3,3,26.0,2,8,3,2
2056,26,25,84.0,6,16,6,11,4.0,3,6,27.0,2,8,4,0
228,22,34,74.0,14,16,0,2,6.0,6,3,25.0,2,7,3,0
489,51,36,94.0,18,21,2,10,4.0,2,5,25.0,1,7,6,1
3388,41,20,78.0,1,16,7,4,7.0,10,7,27.0,2,9,5,2
829,45,38,82.0,4,8,5,3,6.0,5,6,26.0,2,9,4,1
3178,38,24,84.0,9,21,2,5,7.0,3,4,28.0,1,8,5,3
385,50,33,90.0,20,9,0,4,4.0,4,1,26.0,0,8,4,0
2283,31,46,86.0,2,20,5,11,4.0,5,6,26.0,0,10,4,0
15,39,33,78.0,10,9,8,8,7.0,6,2,27.0,0,9,5,1
2548,27,38,81.0,6,15,2,10,8.0,10,3,27.0,0,7,5,2
3755,15,27,88.0,22,11,3,1,5.0,1,7,26.0,1,9,6,1
1388,53,43,92.0,16,19,10,9,4.0,5,3,25.0,1,8,5,3
3216,31,28,81.0,6,13,3,4,8.0,0,6,26.0,2,7,4,2
1588,14,56,87.0,10,13,9,3,5.0,7,1,27.0,2,9,3,0
3646,37,54,88.0,13,8,0,1,4.0,9,4,25.0,2,8,3,2
1751,57,45,80.0,20,10,4,8,6.0,7,4,27.0,0,10,3,1
1150,52,22,83.0,4,8,2,11,8.0,4,2,25.0,1,8,6,2
1304,17,36,93.0,22,19,4,1,4.0,7,5,25.0,1,9,5,0
1231,34,45,91.0,5,21,6,2,3.0,10,1,25.0,2,9,5,1
1792,42,37,78.0,9,18,7,6,6.0,5,3,26.0,1,9,5,2
1269,43,20,88.0,5,12,6,6,4.0,1,7,26.0,1,8,3,3
3180,37,51,88.0,13,13,5,9,7.0,7,6,26.0,0,9,5,0
497,57,46,94.0,20,16,2,11,5.0,6,5,25.0,0,9,6,1
352,16,37,91.0,12,7,6,11,4.0,2,7,25.0,1,9,6,1
1838,42,21,78.0,15,20,5,8,6.0,2,7,26.0,1,8,5,3
1,19,32,82.0,20,21,4,11,5.0,6,1,27.0,0,9,6,2
285,11,48,85.0,21,14,2,3,4.0,2,3,26.0,2,8,4,0
1646,16,26,79.0,5,7,4,0,6.0,9,2,27.0,1,7,3,1
783,59,45,90.0,4,12,10,6,4.0,4,7,25.0,0,7,4,0
3576,53,37,86.0,8,21,5,11,4.0,5,5,26.0,0,9,5,2
3968,16,19,86.0,19,12,4,6,5.0,2,6,27.0,2,8,5,0
2396,53,25,87.0,20,21,2,3,7.0,1,1,26.0,0,9,6,1
68,17,44,74.0,7,10,1,6,9.0,1,3,27.0,2,8,4,2
403,14,55,91.0,12,10,1,11,4.0,2,2,25.0,0,10,5,2
797,18,39,77.0,17,21,1,6,7.0,9,6,27.0,1,9,3,0
3950,30,51,69.0,18,18,3,0,6.0,1,3,28.0,2,7,4,3
3194,58,39,86.0,12,20,2,11,6.0,2,4,26.0,0,9,5,2
2023,40,59,77.0,17,9,4,7,10.0,7,5,28.0,1,9,3,3
177,42,47,83.0,15,7,2,8,6.0,1,6,27.0,0,8,6,1
953,35,40,92.0,4,14,3,6,3.0,6,6,26.0,1,9,3,0
2139,42,29,89.0,15,12,9,8,5.0,10,5,26.0,1,8,3,3
1200,46,22,88.0,10,7,3,4,5.0,6,5,26.0,2,10,4,2
2958,14,26,88.0,10,17,0,7,5.0,5,5,26.0,1,10,6,3
2300,22,37,79.0,9,12,10,7,8.0,3,5,28.0,2,9,4,1
1756,25,60,89.0,4,12,3,7,5.0,0,5,26.0,1,9,6,3
1577,14,23,80.0,0,13,10,9,5.0,10,3,25.0,1,10,5,3
2241,21,21,86.0,18,12,1,1,5.0,7,6,26.0,2,7,4,1
3014,57,29,83.0,19,20,3,0,6.0,5,2,27.0,0,7,4,3
1507,53,56,94.0,9,16,1,1,4.0,4,4,25.0,1,8,5,1
1497,11,33,73.0,23,11,5,7,11.0,4,7,28.0,0,10,5,2
2846,28,33,86.0,19,14,2,1,4.0,2,5,26.0,2,10,5,3
538,37,46,88.0,0,19,1,2,5.0,9,6,26.0,1,9,4,2
1330,14,48,92.0,5,10,7,2,4.0,4,2,26.0,2,10,3,3
3394,31,45,94.0,21,9,0,1,5.0,2,7,26.0,0,10,3,1
3662,18,56,86.0,13,20,0,10,5.0,8,1,27.0,2,10,4,1
1488,27,31,91.0,11,19,4,5,4.0,7,3,25.0,2,7,5,2
2018,36,60,88.0,22,8,8,10,4.0,1,3,26.0,0,10,3,0
1744,12,28,85.0,0,10,5,4,4.0,10,3,27.0,1,8,5,3
3672,23,18,93.0,20,13,2,3,4.0,8,7,25.0,2,9,6,0
2557,42,27,83.0,12,10,9,2,4.0,1,6,28.0,0,10,5,1
3186,55,20,75.0,1,7,7,10,10.0,6,1,27.0,1,8,5,2
3289,49,30,86.0,19,9,2,10,4.0,4,5,26.0,2,9,4,2
3812,28,19,88.0,21,12,4,4,5.0,7,3,26.0,0,9,4,3
948,39,53,84.0,12,7,6,7,4.0,0,1,26.0,0,10,6,3
510,12,48,94.0,21,15,2,10,4.0,2,5,25.0,1,8,5,0
1393,41,36,74.0,3,17,5,4,6.0,7,6,29.0,0,8,3,2
1508,59,48,83.0,13,19,4,8,4.0,6,2,26.0,2,10,4,0
2547,23,59,89.0,15,18,2,2,5.0,7,3,26.0,0,9,5,0
2968,51,60,87.0,4,17,2,6,6.0,8,7,27.0,1,8,5,1
1331,21,53,88.0,15,9,6,2,5.0,10,3,25.0,2,8,6,1
1309,18,24,91.0,11,7,7,4,5.0,2,3,25.0,1,8,3,1
3175,34,28,90.0,8,12,9,10,5.0,0,5,26.0,2,7,5,2
2892,52,39,76.0,17,20,7,6,6.0,10,3,27.0,0,9,5,1
3714,44,37,78.0,3,21,5,8,7.0,4,7,27.0,1,9,5,1
2695,46,26,85.0,9,12,10,1,4.0,3,6,27.0,2,9,6,1
2502,42,41,81.0,7,10,1,1,5.0,6,7,27.0,1,7,5,1
2763,56,32,87.0,22,10,3,1,7.0,9,4,27.0,0,7,4,1
663,32,53,90.0,1,16,0,9,4.0,1,7,25.0,2,9,3,1
573,39,33,88.0,9,7,6,11,5.0,6,6,25.0,1,7,3,3
3062,11,24,87.0,0,21,0,0,6.0,3,7,27.0,0,8,4,3
2520,28,22,87.0,16,18,6,0,5.0,2,5,26.0,0,7,3,3
3457,43,32,90.0,5,21,9,11,4.0,1,1,25.0,2,9,5,3
3336,29,48,74.0,13,21,7,4,10.0,9,2,27.0,2,10,5,3
2634,28,54,85.0,11,10,4,10,4.0,2,6,27.0,2,8,3,3
2187,28,41,78.0,22,18,3,3,6.0,3,1,26.0,1,10,4,1
2665,24,35,84.0,8,15,0,2,5.0,2,1,28.0,2,10,6,2
2045,44,44,86.0,13,12,8,8,4.0,6,6,26.0,2,9,5,0
282,29,41,84.0,20,7,2,2,4.0,9,3,26.0,2,9,6,0
258,43,35,74.0,22,7,3,4,6.0,4,3,25.0,0,8,3,0
1811,41,19,72.0,16,13,4,2,9.0,4,4,27.0,0,8,3,3
1797,26,50,75.0,1,20,3,6,6.0,3,3,26.0,0,8,6,3
3573,49,41,86.0,10,16,6,4,5.0,2,1,27.0,1,10,4,1
725,46,37,90.0,4,7,6,2,5.0,1,7,26.0,2,8,4,2
1636,22,18,85.0,8,15,9,9,4.0,6,2,27.0,2,9,3,3
677,12,39,90.0,2,20,8,8,4.0,10,7,25.0,0,10,5,3
2639,53,33,88.0,15,19,6,10,4.0,5,6,26.0,1,8,3,1
1152,28,48,75.0,1,21,9,9,6.0,7,7,26.0,2,9,6,3
1346,22,33,89.0,19,17,9,1,4.0,10,7,27.0,2,8,4,2
55,43,53,76.0,22,16,6,1,9.0,8,2,27.0,0,8,6,0
3831,43,46,85.0,12,20,1,1,4.0,5,5,26.0,0,9,5,0
1411,60,55,81.0,10,14,0,9,5.0,6,2,27.0,0,8,6,0
2914,34,42,86.0,12,10,7,2,4.0,10,1,26.0,2,10,5,1
2214,13,56,88.0,0,12,8,2,4.0,4,5,26.0,0,7,5,0
3799,51,60,73.0,6,21,10,0,5.0,2,1,28.0,2,10,5,1
1361,44,23,84.0,4,21,2,11,6.0,5,1,26.0,2,7,4,1
888,36,41,83.0,16,12,6,2,6.0,0,6,26.0,1,8,6,2
3174,52,19,85.0,11,13,5,0,7.0,8,4,27.0,1,9,4,0
1819,34,36,86.0,3,21,2,1,7.0,7,3,26.0,1,9,5,0
1972,14,49,86.0,20,9,6,2,5.0,2,5,26.0,0,9,4,2
714,29,31,90.0,4,18,1,2,4.0,3,7,26.0,1,10,6,2
3604,31,35,89.0,0,17,4,10,3.0,2,5,25.0,1,9,4,1
1056,37,58,89.0,4,9,2,2,5.0,4,4,26.0,1,7,6,2
2286,40,37,88.0,13,18,0,4,4.0,10,5,25.0,2,9,5,1
3489,48,21,72.0,15,19,7,8,9.0,4,7,28.0,1,9,3,2
3978,41,38,89.0,23,10,4,3,3.0,1,5,26.0,1,7,5,3
2207,34,28,87.0,14,21,0,2,6.0,2,7,26.0,1,10,4,0
617,20,41,88.0,14,10,6,2,4.0,4,6,26.0,2,7,4,2
123,53,40,77.0,11,8,6,10,9.0,6,5,28.0,1,10,4,0
3281,34,39,77.0,1,9,1,1,5.0,7,3,26.0,0,7,3,2
334,57,47,91.0,8,12,3,8,4.0,2,7,25.0,1,8,5,0
2976,29,53,65.0,16,17,1,9,14.0,5,7,30.0,0,9,6,2
304,39,30,86.0,1,15,6,2,4.0,10,6,26.0,0,8,4,1
980,18,26,88.0,12,16,1,3,4.0,4,4,25.0,0,8,3,1
3524,51,39,72.0,2,16,5,2,5.0,2,5,29.0,0,7,3,0
3999,14,23,81.0,9,10,10,6,6.0,2,2,27.0,2,10,4,1
581,43,44,88.0,11,8,6,10,5.0,0,6,25.0,2,9,6,0
1616,38,55,78.0,17,19,5,0,6.0,6,1,26.0,1,9,3,0
1194,20,31,88.0,9,17,6,8,3.0,4,7,26.0,1,7,5,2
1824,40,35,91.0,7,11,0,1,4.0,7,6,26.0,0,7,5,1
1879,45,49,79.0,19,13,3,10,5.0,7,4,27.0,1,7,4,0
1981,57,26,91.0,4,19,5,2,4.0,3,2,26.0,2,9,3,3
1861,18,47,88.0,8,18,2,1,5.0,5,4,26.0,1,9,6,1
1350,49,24,85.0,19,17,3,7,6.0,0,7,26.0,2,9,6,3
409,54,35,92.0,20,12,6,2,4.0,6,2,26.0,2,9,5,1
675,39,53,90.0,2,16,0,9,4.0,1,7,25.0,2,9,3,1
297,21,35,85.0,23,14,9,10,4.0,0,3,25.0,2,7,5,0
925,18,27,90.0,16,12,0,2,4.0,0,5,25.0,0,8,6,0
22,16,38,78.0,11,17,6,1,7.0,0,2,27.0,2,7,3,0
2686,26,22,82.0,10,13,4,0,5.0,4,7,27.0,2,9,3,2
3399,28,20,72.0,3,10,1,8,5.0,4,5,29.0,1,8,6,2
728,17,28,90.0,4,14,0,2,4.0,8,7,25.0,1,7,3,2
1307,37,39,92.0,9,8,8,1,5.0,8,5,25.0,1,8,6,0
671,53,41,89.0,2,12,6,0,5.0,5,7,26.0,1,10,6,1
1672,41,51,88.0,7,16,8,3,5.0,3,6,27.0,1,9,5,3
1199,39,48,89.0,10,14,3,8,4.0,7,1,25.0,2,9,3,2
3647,37,56,83.0,23,21,7,1,4.0,4,6,26.0,0,9,5,2
3873,27,26,80.0,15,19,7,1,5.0,1,7,27.0,2,7,4,2
293,45,29,84.0,22,9,1,10,4.0,6,3,26.0,1,8,6,0
3955,41,22,85.0,2,21,10,1,4.0,7,7,27.0,0,10,6,2
126,40,43,79.0,12,12,2,2,7.0,2,5,27.0,2,8,3,0
2247,35,35,82.0,4,19,8,10,5.0,3,2,27.0,2,10,4,3
2731,12,54,76.0,7,12,3,2,10.0,2,1,27.0,2,8,3,1
2616,18,27,91.0,17,15,8,3,4.0,8,5,26.0,0,7,4,0
692,36,52,89.0,4,11,5,0,5.0,3,7,26.0,1,10,6,1
686,45,42,90.0,3,16,6,0,4.0,6,7,25.0,1,7,6,1
817,50,53,90.0,15,17,6,6,5.0,4,5,26.0,0,7,3,1
216,54,39,90.0,21,11,2,10,3.0,3,4,25.0,1,9,6,2
152,48,41,85.0,9,11,9,10,4.0,5,6,27.0,0,9,6,2
3172,38,26,86.0,6,11,3,2,5.0,4,4,26.0,2,10,3,1
1992,36,60,74.0,16,13,8,7,7.0,0,4,27.0,1,7,4,0
2922,44,46,81.0,13,8,10,10,5.0,2,7,27.0,1,10,6,2
2008,38,47,69.0,3,7,1,7,12.0,8,6,29.0,1,9,4,3
478,29,53,94.0,16,10,6,2,5.0,5,5,25.0,0,8,6,1
1282,25,33,86.0,7,7,7,10,4.0,8,6,26.0,2,8,5,1
1604,47,25,88.0,21,16,3,1,4.0,4,5,26.0,0,8,3,3
2669,35,30,74.0,9,15,7,4,6.0,5,3,28.0,2,7,5,1
1666,14,56,86.0,5,14,2,1,5.0,1,6,25.0,2,7,4,0
3132,60,41,65.0,9,18,2,6,12.0,3,6,29.0,1,8,6,3
812,15,28,89.0,17,7,8,1,4.0,8,1,25.0,1,7,6,1
250,51,45,74.0,19,14,9,7,6.0,9,3,25.0,0,8,3,3
843,36,34,88.0,14,7,5,1,6.0,7,7,26.0,2,10,3,0
2125,47,36,77.0,7,7,10,9,10.0,9,5,28.0,1,10,6,0
2969,19,45,87.0,19,11,1,2,5.0,1,1,27.0,2,9,5,3
3692,34,33,83.0,20,7,5,8,4.0,8,2,26.0,2,8,3,1
967,50,37,86.0,21,10,8,0,6.0,0,7,26.0,1,8,4,1
3655,58,35,75.0,20,7,1,6,10.0,2,2,27.0,0,7,5,0
972,19,57,90.0,14,20,0,5,3.0,10,2,25.0,2,8,6,1
1896,48,45,88.0,14,13,8,9,4.0,2,3,25.0,2,7,6,0
2235,22,54,77.0,13,20,3,7,9.0,2,6,28.0,0,10,6,3
246,11,52,73.0,19,9,0,2,6.0,7,3,26.0,1,8,5,2
2203,11,31,81.0,7,18,5,1,4.0,5,2,27.0,0,10,6,3
3862,16,48,89.0,17,21,3,3,4.0,9,4,26.0,1,8,3,1
2741,30,32,87.0,16,17,4,4,4.0,6,1,26.0,2,10,6,0
3029,31,44,76.0,17,21,7,8,12.0,7,6,29.0,0,9,3,3
2331,46,47,72.0,7,17,0,4,9.0,0,7,28.0,0,10,5,2
3556,44,49,80.0,10,11,7,1,10.0,8,5,28.0,0,7,5,2
2740,50,27,83.0,19,20,6,6,5.0,10,3,28.0,2,8,6,1
3017,45,20,89.0,19,16,6,2,5.0,3,1,25.0,2,10,3,1
1505,13,36,84.0,2,12,1,4,4.0,3,1,26.0,0,9,5,2
1345,33,51,70.0,3,12,0,6,6.0,0,5,27.0,2,7,4,3
3153,46,47,78.0,3,9,4,7,6.0,3,3,27.0,2,9,6,3
975,11,36,91.0,3,11,8,2,4.0,7,6,25.0,1,7,5,0
2844,18,26,83.0,8,17,2,8,10.0,1,2,27.0,0,8,6,2
1645,51,59,77.0,15,13,2,2,6.0,2,3,26.0,0,8,5,1
1679,19,41,78.0,22,14,3,9,6.0,6,3,26.0,2,8,6,3
3464,52,51,87.0,6,15,7,7,7.0,10,5,26.0,2,9,6,2
122,58,40,72.0,11,21,9,2,9.0,6,5,28.0,1,9,3,2
1534,58,30,82.0,17,16,6,4,6.0,10,6,26.0,1,9,4,3
3219,16,31,85.0,13,16,4,7,3.0,1,7,27.0,0,10,6,2
3355,51,40,83.0,5,15,9,4,4.0,4,6,26.0,2,8,3,2
3138,59,47,82.0,17,8,9,11,5.0,9,3,28.0,0,10,6,3
2100,50,48,94.0,16,12,8,6,4.0,2,4,25.0,1,7,6,3
869,21,22,94.0,8,14,8,1,4.0,10,4,25.0,2,8,5,3
3230,19,53,88.0,12,11,5,2,5.0,2,5,26.0,1,9,4,3
1030,30,33,80.0,14,12,3,2,5.0,8,7,27.0,0,9,6,2
756,38,46,90.0,4,12,1,2,4.0,6,7,25.0,2,8,3,1
1998,41,29,90.0,11,20,10,5,6.0,9,4,26.0,2,10,5,3
1156,32,60,91.0,15,9,0,2,5.0,2,3,25.0,1,8,4,3
2115,59,34,91.0,5,16,0,1,4.0,8,4,26.0,0,8,6,3
