,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,rain_or_not,temperature(Celcius),humidity(%),windspeed(km/h),dateTime
3666,2016-02-15,1900-01-01 04:37:57,foreigner,female,thin,44,yes,young,big,green,traditional,orange,long sleeve,blue,long,blankets,4,9,no,30,1,13,3.125958854,101.6834984,3,1,26.816666666666663,85.83333333333333,5.216666666666666,2016-02-15 04:37:57
3667,2016-01-29,1900-01-01 16:19:53,malay,female,moderate,56,yes,young,big,white,formal,green,long sleeve,pink,long,blankets,6,8,no,54,5,12,3.082570081,101.6610855,2,1,26.025,89.58333333333333,6.025,2016-01-29 16:19:53
3668,2016-01-13,1900-01-01 15:22:49,malay,female,moderate,46,yes,young,small,black,traditional,brown,short_sleeve,purple,long,blankets,3,10,no,37,4,11,3.095794981,101.6939287,2,1,27.933333333333334,78.08333333333333,5.304166666666666,2016-01-13 15:22:49
3669,2016-02-18,1900-01-01 09:24:27,foreigner,male,fat,18,yes,young,big,yellow,casual,pink,long sleeve,white,short,blankets,6,7,no,28,4,17,3.132365583,101.6423758,3,1,26.183333333333334,81.91666666666667,4.720833333333334,2016-02-18 09:24:27
3670,2016-01-29,1900-01-01 21:01:45,indian,male,thin,59,yes,young,small,brown,casual,grey,short_sleeve,brown,short,clothes,4,8,no,28,4,9,3.138866325,101.6746886,1,1,25.825,89.58333333333333,5.291666666666667,2016-01-29 21:01:45
3671,2015-12-22,1900-01-01 19:42:13,foreigner,female,moderate,49,yes,toddler,big,black,traditional,green,short_sleeve,blue,short,clothes,4,9,no,17,2,18,3.076094123,101.6798082,3,1,26.40416666666667,84.29166666666667,7.095833333333334,2015-12-22 19:42:13
3672,2015-12-13,1900-01-01 20:21:42,malay,female,fat,18,yes,baby,small,black,casual,brown,long sleeve,pink,short,clothes,6,9,no,23,0,13,3.099900438,101.6440913,3,1,24.8625,93.41666666666669,3.5541666666666667,2015-12-13 20:21:42
3673,2015-06-12,1900-01-01 11:21:30,malay,male,thin,26,yes,baby,small,blue,casual,pink,short_sleeve,blue,short,blankets,3,10,no,47,2,17,3.108576109,101.7051454,2,1,25.5,91.25,3.795833333333333,2015-06-12 11:21:30
3674,2015-12-21,1900-01-01 02:56:28,chinese,female,fat,50,yes,toddler,small,purple,formal,purple,short_sleeve,white,short,clothes,3,7,yes,31,4,12,3.100927412,101.6565395,2,1,26.225000000000005,84.16666666666667,4.416666666666667,2015-12-21 02:56:28
3675,2016-01-01,1900-01-01 14:24:55,foreigner,male,fat,24,yes,toddler,big,brown,traditional,yellow,short_sleeve,black,short,blankets,4,8,no,20,2,17,3.11537411,101.6591985,1,1,24.975000000000005,88.125,3.595833333333333,2016-01-01 14:24:55
3676,2015-12-24,1900-01-01 01:40:39,chinese,female,fat,49,no,no_kids,big,blue,casual,brown,long sleeve,blue,short,clothes,6,9,yes,46,5,18,3.13316755,101.673691,3,1,25.73333333333333,89.625,3.9958333333333336,2015-12-24 01:40:39
3677,2015-12-20,1900-01-01 10:48:12,chinese,female,fat,24,yes,baby,small,grey,casual,yellow,short_sleeve,green,short,blankets,6,8,no,24,3,11,3.123650792,101.6440785,1,1,25.48333333333333,86.66666666666667,5.5125,2015-12-20 10:48:12
3678,2016-02-24,1900-01-01 19:37:57,chinese,female,thin,35,yes,toddler,big,grey,formal,purple,short_sleeve,purple,short,clothes,5,9,yes,49,0,7,3.119857856,101.6509184,1,1,26.929166666666664,78.25,3.966666666666667,2016-02-24 19:37:57
3679,2016-01-17,1900-01-01 19:10:30,foreigner,female,thin,20,no,no_kids,small,grey,traditional,black,long sleeve,blue,short,clothes,4,8,no,12,2,8,3.082357243,101.700283,1,1,25.654166666666665,93.5,4.4750000000000005,2016-01-17 19:10:30
3680,2015-07-12,1900-01-01 15:06:10,malay,female,fat,27,yes,toddler,big,blue,casual,yellow,short_sleeve,yellow,long,blankets,3,8,yes,17,3,12,3.075524525,101.6610729,2,1,27.554166666666664,82.04166666666667,6.091666666666668,2015-07-12 15:06:10
3681,2016-07-02,1900-01-01 07:33:12,malay,female,thin,42,yes,baby,big,pink,formal,black,short_sleeve,blue_jeans,short,clothes,4,9,yes,13,4,9,3.093444104,101.7036533,1,0,27.92083333333333,79.95833333333333,8.245833333333332,2016-07-02 07:33:12
3682,2016-12-02,1900-01-01 04:15:32,indian,male,fat,32,yes,young,small,white,casual,white,long sleeve,purple,long,clothes,6,9,no,30,2,12,3.076906072,101.6833717,1,1,24.475,91.58333333333331,3.7916666666666665,2016-12-02 04:15:32
3683,2015-12-25,1900-01-01 19:03:32,malay,female,moderate,42,no,no_kids,big,green,traditional,purple,short_sleeve,blue,long,clothes,4,7,no,29,5,10,3.081278339,101.6606645,2,1,25.820833333333336,89.20833333333333,4.525,2015-12-25 19:03:32
3684,2016-01-17,1900-01-01 18:38:35,indian,male,thin,52,no,no_kids,big,purple,formal,red,long sleeve,black,short,clothes,3,7,no,50,5,11,3.09891892,101.6785477,2,1,25.754166666666663,93.5,4.4750000000000005,2016-01-17 18:38:35
3685,2016-02-01,1900-01-01 05:01:21,foreigner,female,fat,48,yes,toddler,small,black,traditional,orange,long sleeve,blue,short,clothes,6,10,yes,51,0,11,3.079272503,101.6818898,1,1,26.35,85.08333333333333,4.291666666666667,2016-02-01 05:01:21
3686,2016-02-13,1900-01-01 19:58:25,foreigner,female,thin,50,yes,toddler,big,orange,formal,black,short_sleeve,white,long,clothes,5,9,no,24,2,13,3.110733907,101.6689498,3,1,26.95,83.70833333333333,4.491666666666666,2016-02-13 19:58:25
3687,2016-02-29,1900-01-01 09:13:12,malay,female,moderate,29,yes,baby,big,blue,casual,red,short_sleeve,white,long,blankets,5,9,no,42,4,15,3.081118973,101.6637868,2,1,28.091666666666665,73.29166666666667,5.379166666666666,2016-02-29 09:13:12
3688,2016-01-03,1900-01-01 07:39:11,chinese,male,thin,39,yes,baby,small,grey,casual,pink,long sleeve,red,long,clothes,3,7,yes,52,0,13,3.073638567,101.6922229,3,1,26.491666666666664,84.83333333333333,3.4000000000000004,2016-01-03 07:39:11
3689,2015-12-17,1900-01-01 11:04:55,foreigner,female,thin,55,yes,baby,big,black,traditional,brown,short_sleeve,grey,long,blankets,3,7,no,42,1,14,3.067561545,101.6636389,2,1,25.2625,88.0,4.266666666666667,2015-12-17 11:04:55
3690,2015-12-23,1900-01-01 07:53:25,indian,female,fat,46,yes,baby,big,grey,casual,pink,short_sleeve,purple,long,blankets,3,8,no,14,5,9,3.13383408,101.6536549,1,0,26.308333333333334,85.5,7.070833333333333,2015-12-23 07:53:25
3691,2015-12-29,1900-01-01 05:24:58,malay,female,fat,57,yes,toddler,small,purple,formal,red,long sleeve,purple,short,blankets,6,8,no,35,1,15,3.104634334,101.6510063,1,0,26.087499999999995,82.79166666666667,7.575,2015-12-29 05:24:58
3692,2015-12-29,1900-01-01 20:47:14,chinese,male,fat,33,yes,toddler,big,yellow,formal,brown,long sleeve,brown,long,blankets,3,8,no,34,2,7,3.13568648,101.6974644,1,1,25.9875,82.79166666666667,4.4125000000000005,2015-12-29 20:47:14
3693,2016-02-17,1900-01-01 23:46:22,chinese,male,fat,36,yes,baby,small,white,traditional,yellow,long sleeve,red,long,clothes,5,7,yes,23,4,8,3.089271178,101.6927148,3,0,26.466666666666665,74.5,7.150000000000001,2016-02-17 23:46:22
3694,2016-02-28,1900-01-01 22:20:19,malay,female,thin,33,no,no_kids,big,purple,formal,blue,short_sleeve,blue,short,clothes,3,8,yes,13,3,18,3.107827799,101.656017,1,1,27.183333333333334,79.75,4.608333333333333,2016-02-28 22:20:19
3695,2015-06-12,1900-01-01 04:51:04,chinese,female,fat,33,yes,toddler,big,red,traditional,pink,short_sleeve,white,long,blankets,6,9,yes,31,1,13,3.076286673,101.6579265,3,1,25.558333333333334,91.25,4.758333333333333,2015-06-12 04:51:04
3696,2016-05-02,1900-01-01 17:02:22,malay,male,thin,33,no,no_kids,small,white,casual,black,long sleeve,blue_jeans,long,blankets,3,7,no,39,2,21,3.112318099,101.7067511,1,1,26.683333333333334,89.70833333333333,4.033333333333334,2016-05-02 17:02:22
3697,2016-05-01,1900-01-01 03:01:00,indian,male,fat,48,yes,toddler,big,purple,traditional,purple,long sleeve,red,short,clothes,3,9,no,32,1,11,3.123091369,101.7032001,1,1,27.308333333333334,86.91666666666667,3.5416666666666665,2016-05-01 03:01:00
3698,2016-02-14,1900-01-01 14:38:22,foreigner,male,moderate,47,yes,toddler,big,pink,traditional,brown,long sleeve,brown,short,clothes,4,8,yes,17,1,21,3.080635132,101.7039702,2,1,26.09583333333333,86.79166666666667,5.0375000000000005,2016-02-14 14:38:22
3699,2016-01-21,1900-01-01 11:59:53,indian,female,moderate,48,yes,toddler,big,grey,formal,brown,long sleeve,pink,long,blankets,6,7,yes,16,1,16,3.072665695,101.7060184,2,0,27.13333333333333,77.70833333333333,5.6000000000000005,2016-01-21 11:59:53
3700,2016-02-16,1900-01-01 23:35:12,foreigner,female,thin,26,yes,toddler,small,purple,casual,grey,long sleeve,black,short,blankets,6,10,yes,25,2,21,3.076784124,101.6656969,3,0,26.9375,74.08333333333333,8.1625,2016-02-16 23:35:12
3701,2016-01-26,1900-01-01 14:38:58,chinese,female,thin,42,no,no_kids,small,white,traditional,red,long sleeve,purple,long,blankets,3,10,no,43,4,7,3.091670096,101.6635051,2,1,26.14583333333333,83.25,7.383333333333333,2016-01-26 14:38:58
3702,2015-06-12,1900-01-01 19:26:22,foreigner,female,thin,18,yes,toddler,big,red,formal,black,long sleeve,pink,short,clothes,6,10,yes,31,1,18,3.120158476,101.6987719,2,1,25.45833333333333,91.16666666666669,3.795833333333333,2015-06-12 19:26:22
3703,2015-12-30,1900-01-01 14:13:04,malay,male,fat,20,no,no_kids,big,purple,traditional,grey,long sleeve,blue,long,clothes,6,9,no,16,3,12,3.108055171,101.678468,3,0,26.375,77.45833333333333,5.791666666666667,2015-12-30 14:13:04
3704,2016-01-03,1900-01-01 08:00:20,foreigner,female,moderate,41,yes,baby,big,green,traditional,grey,long sleeve,black,short,blankets,6,8,no,52,4,20,3.085532741,101.7031907,1,1,26.191666666666663,84.79166666666667,3.4000000000000004,2016-01-03 08:00:20
3705,2016-01-23,1900-01-01 02:16:10,chinese,male,moderate,21,yes,toddler,big,green,traditional,grey,long sleeve,yellow,short,blankets,4,7,yes,11,0,21,3.10764022,101.669142,1,1,26.433333333333334,88.5,3.9416666666666655,2016-01-23 02:16:10
3706,2016-04-02,1900-01-01 21:57:51,malay,female,fat,18,yes,young,big,blue,formal,white,long sleeve,black,short,clothes,5,7,yes,34,3,19,3.107255717,101.6479075,3,1,28.65,73.33333333333333,5.191666666666666,2016-04-02 21:57:51
3707,2016-01-31,1900-01-01 04:51:08,chinese,male,thin,31,yes,toddler,small,orange,traditional,orange,long sleeve,pink,long,blankets,6,9,no,12,5,9,3.074614578,101.7048488,3,1,26.566666666666663,86.95833333333333,4.025,2016-01-31 04:51:08
3708,2015-12-27,1900-01-01 03:01:57,chinese,male,thin,54,yes,toddler,big,grey,formal,brown,long sleeve,black,short,clothes,6,7,no,30,3,19,3.082418281,101.6593823,1,1,26.35833333333333,84.625,5.291666666666667,2015-12-27 03:01:57
3709,2015-12-29,1900-01-01 10:11:48,malay,female,fat,38,yes,baby,big,yellow,traditional,yellow,short_sleeve,white,long,blankets,3,10,no,58,4,15,3.107091294,101.6743703,3,1,26.1375,82.79166666666667,4.654166666666667,2015-12-29 10:11:48
3710,2016-09-01,1900-01-01 19:54:35,foreigner,male,fat,58,yes,toddler,big,black,casual,pink,short_sleeve,purple,long,blankets,4,9,no,44,2,8,3.106981335,101.6659668,2,1,25.52500000000001,89.125,4.120833333333334,2016-09-01 19:54:35
3711,2016-01-17,1900-01-01 01:21:29,chinese,female,fat,28,yes,toddler,small,orange,traditional,red,long sleeve,blue,short,clothes,6,9,yes,26,4,11,3.096016263,101.6523594,1,1,25.654166666666665,93.5,4.4750000000000005,2016-01-17 01:21:29
3712,2016-02-01,1900-01-01 19:17:26,malay,female,moderate,59,no,no_kids,big,grey,casual,red,long sleeve,yellow,long,blankets,3,8,yes,35,4,20,3.102703947,101.6699478,1,1,26.45,85.08333333333333,4.291666666666667,2016-02-01 19:17:26
3713,2015-05-12,1900-01-01 00:38:22,malay,female,fat,38,yes,toddler,big,green,traditional,green,long sleeve,grey,short,blankets,3,9,no,42,3,7,3.134980961,101.6496597,3,1,25.78333333333333,90.54166666666669,4.066666666666667,2015-05-12 00:38:22
3714,2016-01-24,1900-01-01 03:45:49,chinese,male,moderate,37,yes,toddler,small,yellow,formal,purple,long sleeve,brown,short,blankets,5,9,yes,44,2,21,3.111352836,101.7075643,2,1,27.245833333333334,78.16666666666667,6.945833333333333,2016-01-24 03:45:49
3715,2015-01-12,1900-01-01 14:14:52,chinese,female,thin,45,no,no_kids,small,pink,traditional,black,long sleeve,black,long,blankets,5,7,yes,52,5,11,3.073633116,101.6905815,2,1,25.991666666666664,83.83333333333333,6.125,2015-01-12 14:14:52
3716,2015-12-12,1900-01-01 18:02:33,malay,female,thin,27,yes,baby,big,purple,formal,red,long sleeve,blue,long,clothes,4,8,yes,53,2,14,3.129548769,101.6636695,2,1,25.5375,91.29166666666669,4.408333333333334,2015-12-12 18:02:33
3717,2016-01-21,1900-01-01 05:31:55,foreigner,female,fat,31,yes,young,small,green,traditional,orange,long sleeve,yellow,short,clothes,6,8,yes,33,3,16,3.107974312,101.6468807,1,0,26.929166666666664,79.33333333333333,5.6000000000000005,2016-01-21 05:31:55
3718,2016-07-02,1900-01-01 11:17:53,chinese,male,thin,40,yes,baby,big,brown,traditional,yellow,long sleeve,blue,long,clothes,6,8,no,31,1,18,3.091050968,101.6578979,3,0,27.47083333333333,79.79166666666667,8.245833333333332,2016-07-02 11:17:53
3719,2015-12-27,1900-01-01 15:27:52,foreigner,female,moderate,28,yes,baby,big,yellow,formal,pink,short_sleeve,purple,short,blankets,6,10,yes,31,5,8,3.116425145,101.6445318,2,1,26.33333333333333,84.375,5.504166666666666,2015-12-27 15:27:52
3720,2015-12-16,1900-01-01 20:54:47,foreigner,female,fat,39,yes,toddler,big,black,formal,green,short_sleeve,black,long,blankets,5,10,yes,30,5,16,3.101699495,101.6790057,3,1,25.54583333333333,87.29166666666667,3.725,2015-12-16 20:54:47
3721,2015-12-17,1900-01-01 06:42:44,malay,male,moderate,26,yes,young,small,white,casual,pink,long sleeve,blue,long,clothes,5,10,yes,19,3,11,3.134337768,101.7044223,1,1,25.2125,87.95833333333333,4.091666666666666,2015-12-17 06:42:44
3722,2016-09-02,1900-01-01 09:23:07,foreigner,male,fat,37,yes,toddler,small,yellow,traditional,blue,long sleeve,blue,short,clothes,3,8,yes,13,1,17,3.066976987,101.680887,1,1,25.850000000000005,88.16666666666667,5.183333333333334,2016-09-02 09:23:07
3723,2015-03-12,1900-01-01 15:54:42,foreigner,female,thin,31,no,no_kids,big,white,traditional,grey,short_sleeve,brown,long,blankets,4,10,yes,13,3,17,3.095620907,101.6777885,1,1,26.137500000000003,80.29166666666667,5.591666666666666,2015-03-12 15:54:42
3724,2015-12-18,1900-01-01 20:13:43,indian,female,thin,55,no,no_kids,big,black,traditional,orange,short_sleeve,brown,long,clothes,5,10,yes,46,0,18,3.11381948,101.6596657,1,1,25.71666666666667,84.875,4.941666666666666,2015-12-18 20:13:43
3725,2016-04-02,1900-01-01 21:44:35,chinese,female,moderate,18,yes,baby,big,orange,formal,purple,short_sleeve,black,short,blankets,6,7,yes,48,0,7,3.12194585,101.7043806,1,1,28.89583333333333,73.70833333333333,5.191666666666666,2016-04-02 21:44:35
3726,2016-02-01,1900-01-01 05:52:18,malay,male,thin,32,yes,toddler,big,black,formal,green,short_sleeve,black,short,clothes,4,9,yes,25,3,7,3.131243971,101.6929499,2,1,26.35,85.08333333333333,4.5875,2016-02-01 05:52:18
3727,2016-08-01,1900-01-01 16:04:39,malay,male,moderate,50,yes,toddler,small,yellow,formal,black,short_sleeve,blue,long,blankets,5,9,no,22,2,16,3.104702888,101.6742547,3,1,26.179166666666664,87.875,6.570833333333333,2016-08-01 16:04:39
3728,2016-07-02,1900-01-01 20:53:16,malay,male,thin,18,yes,young,big,grey,casual,green,long sleeve,grey,short,clothes,4,8,yes,20,3,9,3.120769183,101.6941531,1,0,27.77083333333333,79.91666666666667,8.245833333333332,2016-07-02 20:53:16
3729,2015-05-12,1900-01-01 02:22:33,foreigner,male,thin,34,yes,toddler,big,blue,traditional,black,long sleeve,black,short,clothes,6,10,yes,53,0,11,3.067379575,101.6432959,1,1,26.141666666666666,90.58333333333331,4.508333333333333,2015-05-12 02:22:33
3730,2016-02-18,1900-01-01 02:00:34,indian,male,thin,35,no,no_kids,big,grey,formal,white,short_sleeve,yellow,long,clothes,6,10,no,46,0,19,3.10128652,101.7006323,2,1,26.570833333333336,80.41666666666667,6.458333333333333,2016-02-18 02:00:34
3731,2015-12-22,1900-01-01 18:00:26,foreigner,male,moderate,18,yes,baby,big,pink,formal,blue,short_sleeve,red,short,clothes,3,8,no,50,4,12,3.082159711,101.650614,2,1,26.587499999999995,84.29166666666667,9.945833333333333,2015-12-22 18:00:26
3732,2015-11-12,1900-01-01 10:52:53,malay,female,thin,19,yes,baby,big,orange,casual,pink,short_sleeve,black,long,blankets,5,10,no,12,2,17,3.134476736,101.7023455,1,1,25.9,88.66666666666667,5.291666666666667,2015-11-12 10:52:53
3733,2015-12-17,1900-01-01 00:40:38,malay,female,fat,23,yes,baby,big,brown,formal,purple,long sleeve,blue,short,clothes,3,9,no,16,1,15,3.086069372,101.6988281,1,1,25.1625,87.95833333333333,4.266666666666667,2015-12-17 00:40:38
3734,2015-03-12,1900-01-01 20:33:33,chinese,male,moderate,22,no,no_kids,small,red,traditional,brown,short_sleeve,blue_jeans,long,clothes,4,8,no,55,5,14,3.12164421,101.7095619,2,1,26.104166666666668,80.29166666666667,5.120833333333334,2015-03-12 20:33:33
3735,2016-01-16,1900-01-01 16:28:44,malay,female,fat,20,yes,toddler,big,pink,formal,white,long sleeve,orange,long,blankets,5,8,yes,50,5,18,3.078398367,101.7027802,2,1,25.637500000000003,92.33333333333331,3.35,2016-01-16 16:28:44
3736,2016-01-31,1900-01-01 14:07:58,malay,male,moderate,44,yes,toddler,big,green,casual,red,short_sleeve,grey,long,clothes,5,9,yes,31,1,7,3.070647656,101.687256,2,1,26.4875,86.95833333333333,4.025,2016-01-31 14:07:58
3737,2016-01-16,1900-01-01 22:28:08,foreigner,female,thin,53,yes,baby,small,brown,casual,orange,long sleeve,blue_jeans,short,clothes,5,7,yes,34,2,7,3.115244245,101.7040466,3,1,25.8375,92.33333333333331,3.35,2016-01-16 22:28:08
3738,2016-02-01,1900-01-01 20:38:41,foreigner,male,moderate,50,yes,toddler,big,grey,traditional,yellow,short_sleeve,brown,short,clothes,4,10,yes,30,4,10,3.083097219,101.6525555,1,1,26.45,85.08333333333333,5.520833333333333,2016-02-01 20:38:41
3739,2015-12-24,1900-01-01 16:18:13,chinese,male,moderate,44,yes,young,small,grey,casual,yellow,short_sleeve,black,short,clothes,5,9,no,32,2,17,3.103905541,101.7065987,1,1,25.779166666666665,89.66666666666667,4.208333333333333,2015-12-24 16:18:13
3740,2016-01-31,1900-01-01 20:56:22,chinese,male,moderate,36,yes,toddler,big,grey,formal,blue,long sleeve,grey,long,blankets,5,9,no,18,5,16,3.086811832,101.6958095,1,1,26.58750000000001,86.95833333333333,4.025,2016-01-31 20:56:22
3741,2015-02-12,1900-01-01 05:18:27,foreigner,male,fat,33,yes,toddler,big,green,formal,black,long sleeve,red,short,clothes,6,10,yes,32,0,14,3.089804192,101.6583332,3,1,26.1125,73.20833333333333,5.520833333333333,2015-02-12 05:18:27
3742,2016-06-01,1900-01-01 01:45:22,indian,male,fat,50,yes,toddler,big,white,traditional,brown,short_sleeve,blue_jeans,short,blankets,3,8,yes,23,5,10,3.116333186,101.6940615,3,0,26.962499999999995,85.625,4.120833333333334,2016-06-01 01:45:22
3743,2016-02-28,1900-01-01 04:57:52,malay,male,moderate,41,no,no_kids,small,orange,casual,red,long sleeve,blue_jeans,short,clothes,6,9,yes,42,0,17,3.067448341,101.6810649,3,1,27.241666666666664,79.75,4.608333333333333,2016-02-28 04:57:52
3744,2015-09-12,1900-01-01 21:50:23,malay,male,thin,36,yes,baby,small,green,casual,blue,long sleeve,blue,long,clothes,5,10,yes,40,5,14,3.10517252,101.6675985,2,1,27.316666666666663,78.75,6.733333333333333,2015-09-12 21:50:23
3745,2016-01-17,1900-01-01 13:49:22,indian,female,fat,18,yes,toddler,small,grey,traditional,orange,long sleeve,blue,short,clothes,3,7,yes,16,5,19,3.123706393,101.6653088,3,1,25.554166666666664,93.5,4.4750000000000005,2016-01-17 13:49:22
3746,2016-01-03,1900-01-01 07:02:30,indian,female,thin,28,yes,toddler,big,green,traditional,green,long sleeve,blue,short,blankets,5,10,no,19,0,20,3.106128655,101.6702871,3,1,26.59166666666667,84.83333333333333,3.4000000000000004,2016-01-03 07:02:30
3747,2015-01-12,1900-01-01 11:39:52,indian,male,moderate,33,yes,young,small,blue,formal,pink,short_sleeve,purple,long,blankets,6,7,yes,54,3,8,3.09913686,101.6742842,3,1,26.225,83.83333333333333,5.495833333333333,2015-01-12 11:39:52
3748,2016-05-01,1900-01-01 07:57:32,malay,male,fat,41,no,no_kids,big,black,casual,black,short_sleeve,pink,short,clothes,3,8,yes,43,1,15,3.077874339,101.6962796,3,1,27.10833333333333,86.91666666666667,3.5416666666666665,2016-05-01 07:57:32
3749,2015-12-27,1900-01-01 00:25:11,indian,male,moderate,37,yes,toddler,small,red,formal,white,long sleeve,grey,short,clothes,5,9,no,59,2,15,3.087666088,101.6764072,3,1,26.33333333333333,84.625,5.504166666666666,2015-12-27 00:25:11
3750,2016-01-02,1900-01-01 09:50:36,chinese,male,fat,36,yes,young,small,brown,casual,orange,short_sleeve,orange,long,blankets,4,8,yes,39,5,20,3.086389471,101.7001429,1,0,26.07916666666667,83.0,3.8625,2016-01-02 09:50:36
3751,2016-01-22,1900-01-01 06:00:02,malay,female,thin,32,yes,baby,small,green,traditional,green,long sleeve,blue,short,blankets,3,8,yes,47,2,17,3.127084356,101.7064636,3,1,26.1875,87.25,5.925,2016-01-22 06:00:02
3752,2015-12-23,1900-01-01 03:48:54,indian,male,fat,19,yes,toddler,small,blue,traditional,blue,short_sleeve,green,short,clothes,4,7,yes,11,3,7,3.093033008,101.7020577,3,1,26.566666666666663,85.58333333333333,7.504166666666667,2015-12-23 03:48:54
3753,2016-01-01,1900-01-01 22:13:37,indian,female,moderate,43,yes,toddler,big,red,casual,white,short_sleeve,green,long,clothes,4,8,no,38,4,17,3.129063697,101.6803869,2,1,25.075,88.16666666666667,3.554166666666667,2016-01-01 22:13:37
3754,2015-02-12,1900-01-01 21:14:27,malay,female,moderate,36,no,no_kids,small,yellow,formal,yellow,short_sleeve,blue,long,clothes,6,9,no,36,4,8,3.077247356,101.6894071,1,1,26.162500000000005,73.20833333333333,5.520833333333333,2015-02-12 21:14:27
3755,2015-04-12,1900-01-01 22:38:31,chinese,male,moderate,27,yes,toddler,big,pink,formal,blue,long sleeve,blue,short,blankets,6,9,yes,15,0,11,3.135323652,101.6973762,3,1,25.933333333333334,87.91666666666667,4.5625,2015-04-12 22:38:31
3756,2015-04-12,1900-01-01 19:59:50,chinese,male,thin,18,no,no_kids,small,red,formal,black,short_sleeve,pink,long,blankets,4,9,yes,22,3,16,3.072071908,101.6422368,2,1,26.066666666666663,88.0,5.033333333333333,2015-04-12 19:59:50
3757,2016-06-01,1900-01-01 00:43:52,foreigner,male,fat,25,yes,young,big,orange,traditional,orange,long sleeve,blue,long,blankets,5,9,no,28,1,7,3.100053608,101.7038608,1,0,27.162500000000005,85.625,4.120833333333334,2016-06-01 00:43:52
3758,2016-12-01,1900-01-01 01:33:02,chinese,male,fat,51,no,no_kids,small,purple,traditional,black,short_sleeve,black,short,blankets,6,8,no,54,4,20,3.119120181,101.7098383,3,1,24.70833333333333,93.95833333333331,3.304166666666667,2016-12-01 01:33:02
3759,2015-12-21,1900-01-01 15:07:46,indian,male,fat,38,yes,young,big,grey,traditional,grey,long sleeve,yellow,long,blankets,5,10,no,46,1,11,3.112194839,101.7017308,3,1,26.325,84.16666666666667,4.416666666666667,2015-12-21 15:07:46
3760,2015-06-12,1900-01-01 16:27:58,foreigner,male,fat,44,yes,toddler,small,brown,casual,brown,short_sleeve,blue,short,blankets,3,7,no,19,3,16,3.125651997,101.6779513,1,1,25.5,91.20833333333331,4.154166666666667,2015-06-12 16:27:58
3761,2016-02-27,1900-01-01 12:43:36,indian,female,moderate,23,yes,toddler,small,grey,formal,pink,short_sleeve,pink,short,clothes,3,8,yes,27,3,20,3.07308593,101.6497321,1,1,27.495833333333334,75.70833333333333,5.170833333333333,2016-02-27 12:43:36
3762,2016-02-22,1900-01-01 17:26:56,foreigner,male,fat,51,yes,toddler,big,red,formal,pink,long sleeve,blue,short,clothes,6,10,yes,51,5,13,3.125903827,101.6662398,1,0,26.125,75.875,5.566666666666666,2016-02-22 17:26:56
3763,2016-01-24,1900-01-01 00:57:29,malay,female,fat,18,yes,baby,small,purple,casual,purple,short_sleeve,red,short,blankets,4,7,yes,59,4,12,3.110398552,101.6608653,2,1,27.008333333333336,78.16666666666667,6.945833333333333,2016-01-24 00:57:29
3764,2015-04-12,1900-01-01 20:39:55,indian,male,moderate,18,yes,young,small,red,casual,brown,short_sleeve,black,long,clothes,5,10,yes,59,5,20,3.131443808,101.7040675,3,1,25.933333333333334,87.91666666666667,4.5625,2015-04-12 20:39:55
3765,2016-02-22,1900-01-01 11:29:36,malay,female,thin,58,yes,toddler,small,brown,casual,black,long sleeve,purple,short,blankets,6,7,yes,27,2,8,3.136118981,101.7049423,1,0,26.425,75.95833333333333,5.883333333333333,2016-02-22 11:29:36
3766,2015-12-24,1900-01-01 04:37:57,malay,male,moderate,33,yes,toddler,big,green,casual,blue,short_sleeve,yellow,short,clothes,5,10,no,44,5,15,3.107584831,101.6823298,3,1,25.73333333333333,89.625,4.208333333333333,2015-12-24 04:37:57
3767,2016-01-18,1900-01-01 18:31:00,foreigner,female,fat,55,no,no_kids,small,white,traditional,blue,long sleeve,purple,short,clothes,3,8,yes,37,3,8,3.136595585,101.6664654,1,1,25.941666666666663,88.16666666666667,3.4875000000000003,2016-01-18 18:31:00
3768,2015-12-31,1900-01-01 15:52:45,foreigner,female,moderate,43,no,no_kids,small,black,formal,purple,long sleeve,black,short,blankets,5,10,no,52,3,9,3.112452607,101.6711078,1,1,25.6125,84.54166666666667,4.558333333333334,2015-12-31 15:52:45
3769,2016-02-28,1900-01-01 18:41:32,chinese,female,fat,30,no,no_kids,small,purple,casual,blue,long sleeve,purple,short,clothes,5,8,no,13,3,11,3.091609365,101.704998,3,1,27.241666666666664,79.75,4.608333333333333,2016-02-28 18:41:32
3770,2015-08-12,1900-01-01 11:25:04,indian,male,moderate,55,yes,baby,small,brown,traditional,pink,long sleeve,yellow,long,clothes,4,9,no,14,0,10,3.107994764,101.6728647,2,1,25.80416666666667,87.91666666666667,5.208333333333333,2015-08-12 11:25:04
3771,2016-12-01,1900-01-01 16:53:06,foreigner,female,thin,58,yes,toddler,small,purple,formal,brown,short_sleeve,green,long,clothes,5,10,no,47,2,13,3.070439926,101.6514383,3,1,24.808333333333334,93.95833333333331,7.8125,2016-12-01 16:53:06
